Material (compound);Physical property;Numerical value;Unit;Temperature;Reference;;;
Si24;ZT value;0.69;dimensionless;700 K;10.1140/epjb/s10051-021-00251-3;;;
Si80Ge18Sb2;ZT value;0.67;unitless;1000 K;10.1016/j.enconman.2015.01.082;;;
Si80Ge18Sb2;ZT value;0.67;unitless;1000 K;10.1016/j.enconman.2015.01.082;;;
Si80Ge18Sb2;ZT value;0.67;unitless;1000 K;10.1016/j.enconman.2015.01.082;;;
Si80Ge20;ZT value;1;unitless;800 °C;10.1016/j.scriptamat.2014.08.026;;;
Si80Ge20;ZT value;1.5;dimensionless;900 K;10.1007/s11664-016-5174-1;;;
Si80Ge20;ZT value;1.5;unitless;900 °C;10.1016/j.pmatsci.2016.07.002;;;
Si80Ge20;ZT value;1.3;unitless;800 °C;10.1016/j.scriptamat.2014.08.026;;;
Si80Ge20;ZT value;0.95;unitless;900 °C;10.1016/j.rser.2013.03.008;;;
Si80Ge20P2;ZT value;1.3;unitless;900 °C;10.1016/j.rser.2013.03.008;;;
SiC;ZT value;3.65E-05;unitless;873 K;10.1016/j.scriptamat.2007.08.036;;;
SiC;ZT value;1.34E-04;unitless;873 K;10.1016/j.scriptamat.2007.08.036;;;
SiC;ZT value;1.34E-04;unitless;873 K;10.1016/j.matchemphys.2009.08.018;;;
SiC;ZT value;3.65E-05;unitless;873 K;10.1016/j.matchemphys.2009.08.018;;;
SiGe;ZT value;0.44;unitless;820 K;10.1016/j.jcrysgro.2016.02.025;;;
SiGe;ZT value;1.3;unitless;1223 K;10.1016/j.rser.2016.06.035;;;
SiGe;ZT value;1.8;unitless;800 °C;10.1016/j.enconman.2016.01.065;;;
SiGe;ZT value;0.07;unitless;not specified;10.1016/j.jcrysgro.2016.02.025;;;
SiGe;ZT value;1.3;unitless;1173 K;10.1016/j.pnsc.2012.11.011;;;
SiGe;ZT value;0.13;unitless;not specified;10.1016/j.jcrysgro.2016.02.025;;;
SiGe;ZT value;0.2;unitless;room temperature;10.1016/j.ijheatmasstransfer.2017.10.023;;;
SiGe;ZT value;2;unitless;300 K;10.1016/j.crci.2009.05.004;;;
SiGe;ZT value;1;unitless;1200 K;10.1016/j.sna.2011.01.022;;;
SiGe;ZT value;0.7 (n-type);unitless;1275 K;10.1016/j.scriptamat.2015.05.037;;;
SiGe;ZT value;1;unitless;1000 K;10.1016/j.nanoen.2012.10.005;;;
SiGe;ZT value;1.84;unitless;1073 K;10.1016/j.rser.2016.06.035;;;
SiGe;ZT value;0.95;unitless;1173 K;10.1016/j.rser.2016.06.035;;;
SiGe;ZT value;0.6;unitless;1000 K;10.1016/j.corsci.2011.03.006;;;
SiGe;ZT value;1.3;unitless;900 °C;10.1016/j.pmatsci.2016.07.002;;;
SiGe (ball milled 2 h; powder:ball 1:40; SPS consolidated);ZT value;0.95;dimensionless;1000 K;10.1007/s11664-018-6334-2;
SiGe-based nanostructured thermoelectric material;ZT value;1.3;dimensionless;1073 K;10.1007/s10854-023-11472-w;;;
SiGe nano-alloy;ZT value;0.94;dimensionless;1123 K;10.1007/s11664-020-08560-6;;;
Si/Ge nanocomposite;ZT value;0.72;dimensionless;1000 K;10.1134/S1995078019040098;;;
SiGe nanowires (NWs);ZT value;1.3;dimensionless;800 K;10.1007/s10854-024-13746-3;;;
SiGe–SiMo (20%);ZT value;0.79;dimensionless;1073 K;10.1007/s10854-019-01245-9;;;
SiGe/SiMo (20%) composite;ZT value;0.79;dimensionless;1073 K;10.1007/s10854-019-01245-9;;;
SiH monolayer;ZT value;1.29;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiH monolayer;ZT value;2.83;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiH monolayer;ZT value;1.66;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiH monolayer;ZT value;2.78;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiH monolayer;ZT value;1.66;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiH monolayer;ZT value;2.83;dimensionless;700 K;10.1038/s41598-024-81138-y;;;
SiLiCa;ZT value;0.9;dimensionless;900 K;10.1007/s42247-021-00256-9;;;
SiLiCa;ZT value;0.96;dimensionless;300 K;10.1007/s42247-021-00256-9;;;
Silicene nanoribbon;ZT value;3.5;dimensionless;298.15 K;10.1038/srep09514;;;
Silicon;ZT value;0.01;dimensionless;298.15 K;10.1007/s11671-010-9690-2;;;
Silicon;ZT value;0.34;dimensionless;550 °C;10.1038/s41467-018-07208-8;;;
Silicon;ZT value;0.01;dimensionless;300 K;10.1038/s41524-023-01162-w;;;
Silicon (bulk form);ZT value;0.05;dimensionless;298.15 K;10.1557/jmr.2015.202;;;
silicon germanide;ZT value;1;dimensionless;1173 K;10.1007/s11664-019-07006-y;;;
Silicon germanium;ZT value;0.11;dimensionless;600 °C;10.1007/s11837-024-06941-4;;;
Silicon-Germanium;ZT value;0.64;dimensionless;1073 K;10.1007/s10854-019-01245-9;;;
Silicon germanium alloy;ZT value;0.13;dimensionless;100 °C;10.1007/s11837-024-06941-4;;;
Silicon germanium alloy;ZT value;0.96;dimensionless;1000 °C;10.1007/s11837-024-06941-4;;;
Silicon-Germanium alloy (Si0.65Ge0.25);ZT value;0.01;dimensionless;490 °C;10.1134/S1063784224020105;;;
Silicon-Germanium alloy (Si0.65Ge0.25);ZT value;0.54;dimensionless;490 °C;10.1134/S1063784224020105;;;
Silicon-Germanium alloy (Si0.65Ge0.25);ZT value;0.63;dimensionless;490 °C;10.1134/S1063784224020105;;;
Silicon-Germanium alloy (Si0.8Ge0.2);ZT value;0.08;dimensionless;490 °C;10.1134/S1063784224020105;;;
Silicon-Germanium alloy (Si0.8Ge0.2);ZT value;0.136;dimensionless;490 °C;10.1134/S1063784224020105;;;
Silicon-germanium (SiGe) nano-alloy;ZT value;0.94;dimensionless;1123 K;10.1007/s11664-020-08560-6;;;
Silicon nanocrystals;ZT value;0.7;dimensionless;1200 K;10.1007/s11664-017-6060-1;;;
Silicon nanostructures;ZT value;1;dimensionless;298.15 K;10.1140/epjb/e2015-50673-9;;;
silicon nanowires;ZT value;1;dimensionless;298.15 K;10.1557/mrs.2018.34;;;
silicon nanowires;ZT value;0.6;dimensionless;298.15 K;10.1557/mrs.2018.34;;;
Silicon nanowires;ZT value;1;dimensionless;200 K;10.1557/jmr.2011.117;;;
Silicon nanowire (Si NW);ZT value;0.6;dimensionless;300 K;10.1007/s10948-019-05268-5;;;
Silicon Nanowire (SiNW);ZT value;1;dimensionless;1000 K;10.1038/s41467-021-24208-3;;;
Silicon nanowires (Si NW);ZT value;0.6;dimensionless;300 K;10.1007/s10854-022-09591-x;;;
Silicon (Si);ZT value;0.9;dimensionless;298.15 K;10.1140/epjb/e2015-50673-9;;;
Silver Lead Telluride;ZT value;0.41;dimensionless;400 K;10.1007/s41745-021-00273-x;;;
Silver Mercury Sulfide Bromide;ZT value;0.41;dimensionless;300 K;10.1038/s41598-024-69430-3;;;
Silver Mercury Sulfoiodide;ZT value;0.13;dimensionless;300 K;10.1038/s41598-024-69430-3;;;
Silver selenide;ZT value;0.92;dimensionless;300 K;10.1007/s12613-024-2973-x;;;
Silver Selenide;ZT value;1.1;dimensionless;400 K;10.1007/s12613-024-2973-x;;;
Silver selenide sulfide (Ag4SeS);ZT value;0.33;dimensionless;355 K;10.1007/s00339-020-03534-1;;;
silver selenide thin films;ZT value;1.2;dimensionless;298.15 K;10.1007/s00339-020-03534-1;;;
Silver Sulfide-Selenide Solid Solution;ZT value;1.08;dimensionless;350 K;10.1007/s11664-022-10196-7;;;
Silver Telluride;ZT value;0.9;dimensionless;623 K;10.1007/s10854-024-13037-x;;;
single-crystal Ca3Co4O9 (CCO);ZT value;0.87;dimensionless;973 K;10.1007/s40145-020-0413-6;;;
single-crystal FeSb2;ZT value;0.005;dimensionless;10 K;10.1007/s11664-021-09239-2;;;
single-crystalline Ca3Co4O9 (CCO);ZT value;0.87;dimensionless;973 K;10.1007/s11664-022-09692-7;;;
single-crystalline silicon;ZT value;0.01;dimensionless;298.15 K;10.1007/s11664-015-3663-2;;;
single crystalline SnSe;ZT value;2.6;dimensionless;923 K;10.1038/s41598-018-30450-5;;;
Single crystalline SnSe;ZT value;2.6;dimensionless;923 K;10.1038/srep26774;;;
Single crystal p-type SnSe;ZT value;2.6;dimensionless;923 K;10.1007/s11664-019-07795-2;;;
single crystal SnSe;ZT value;0.5;dimensionless;820 K;10.1038/srep26774;;;
Single-crystal SnSe fibers;ZT value;2;dimensionless;862 K;10.1007/s10854-024-13746-3;;;
Single crystal SnSe (SC);ZT value;1.2;dimensionless;793 K;10.1038/am.2017.147;;;
Single-crystal tin selenide;ZT value;2.6;dimensionless;923 K;10.1007/s10853-022-07935-w;;;
single-layer MoS2;ZT value;0.58;dimensionless;300 K;10.1186/s11671-019-3113-9;;;
Single-layer MoS2;ZT value;0.04;dimensionless;300 K;10.1038/srep18342;;;
Single-layer MoS2;ZT value;0.07;dimensionless;400 K;10.1038/srep18342;;;
Single-layer MoS2 (n-type);ZT value;0.04;dimensionless;300 K;10.1038/srep18342;;;
Single-layer MoS2 (SLMoS2);ZT value;0.11;dimensionless;500 K;10.1038/srep18342;;;
Single Layer Ribbon MoS2 (p-type);ZT value;3.4;dimensionless;300 K;10.1038/srep18342;;;
Single-stacked PtSe2/PtSe2;ZT value;1.50E-04;dimensionless;300 K;10.1007/s40042-024-01147-y;;;
Si/NiSi2 composite films;ZT value;0.13;dimensionless;298.15 K;10.1007/s11664-020-07983-5;;;
sintered Ga2Ru alloy;ZT value;0.5;dimensionless;773 K;10.1007/s11664-011-1543-y;;;
Sintered nanocrystalline silicon with silicon oxide (SiO2) mass fraction of 9.5% and 21.4%;ZT value;0.45;dimensionless;950 °C;10.1140/epjb/e2015-50594-7;;;
SiSb;ZT value;1.01;dimensionless;298.15 K;10.1007/s11664-024-11128-3;;;
SixGe1−x;ZT value;0.5;unitless;900 °C;10.1016/j.rser.2013.03.008;;;
skutterudite (CoSb3);ZT value;0.13;dimensionless;595 K;10.1007/s10853-012-6891-3;;;
skutterudite (CoSb3);ZT value;1;dimensionless;800 K;10.1007/s12567-021-00351-x;;;
Sm0.1Co4Sb12;ZT value;0.55;unitless;711 K;10.1016/j.jallcom.2009.12.150;;;
Sm0.1Co4Sb12;ZT value;0.55;unitless;711 K;10.1016/j.jallcom.2009.12.150;;;
Sm0.1Co4Sb12;ZT value;0.44;unitless;619 K;10.1016/j.jallcom.2009.12.150;;;
Sm0.1Co4Sb12;ZT value;0.55;unitless;711 K;10.1016/j.jallcom.2009.12.150;;;
Sm0.6Co4Sb12;ZT value;0.8;unitless;716 K;10.1016/j.matlet.2014.12.019;;;
Sm0.6Co4Sb12;ZT value;0.8;unitless;716 K;10.1016/j.matlet.2014.12.019;;;
Sm0.6Co4Sb12;ZT value;0.8;unitless;716 K;10.1016/j.matlet.2014.12.019;;;
Sm0.6Co4Sb12;ZT value;0.8;unitless;716 K;10.1016/j.matlet.2014.12.019;;;
Sm0.6Co4Sb12;ZT value;0.8;unitless;716 K;10.1016/j.matlet.2014.12.019;;;
Sm0.6La0.4BaCuFeO5;ZT value;0.042;unitless;1023 K;10.1016/j.materresbull.2014.10.046;;;
Sm0.6La0.4BaCuFeO5;ZT value;0.042;unitless;1023 K;10.1016/j.materresbull.2014.10.046;;;
Sm0.6La0.4BaCuFeO5;ZT value;0.042;unitless;1023 K;10.1016/j.materresbull.2014.10.046;;;
Sm0.75Ba7.25Ga16Sn30;ZT value;1.31;dimensionless;457 K;10.1007/s11665-021-06521-6;;;
Sm0.7Fe2.8Ni1.2Sb12.8;ZT value;0.55;unitless;560 K;10.1016/j.jallcom.2015.09.141;;;
Sm0.7Fe2.8Ni1.2Sb12.8;ZT value;0.55;unitless;560 K;10.1016/j.jallcom.2015.09.141;;;
SmB60;ZT value;0.13;unitless;1050 K;10.1016/j.jmat.2015.07.007;;;
SmB62;ZT value;0.4;unitless;1500 K;10.1016/j.jmat.2015.07.007;;;
Sm-doped Ba8Ga16Sn30 (x = 0.75);ZT value;1.31;dimensionless;457 K;10.1007/s11665-021-06521-6;;;
Sm-doped Cu2.995SbSe3.95S0.05;ZT value;0.55;dimensionless;648 K;10.1007/s12598-019-01235-0;;;
(SmMm)0.15Co4Sb12 (n-type);ZT value;2.1;dimensionless;850 K;10.1007/s12034-024-03373-3;;;
SmNi4P12;ZT value;0.6;dimensionless;900 K;10.1038/s41598-024-76538-z;;;
Sn0.015Bi0.485Sb1.5Te3;ZT value;1.33;dimensionless;350 K;10.1007/s11664-020-08135-5;;;
Sn0.25Co8Sb24;ZT value;0.2;unitless;700 K;10.1016/j.ssc.2006.10.025;;;
Sn0.4Ba0.4Co4Sb11.6;ZT value;0.12;unitless;573 K;10.1016/j.jallcom.2016.10.114;;;
Sn0.4Ba0.4Co4Sb11.6;ZT value;0.26;unitless;573 K;10.1016/j.jallcom.2016.10.114;;;
Sn0.4Ba0.4Co4Sb12;ZT value;0.92;unitless;573 K;10.1016/j.jallcom.2016.11.024;;;
Sn0.5Mn0.2Pb0.3Te;ZT value;1.5;dimensionless;900 K;10.1007/s11664-020-08135-5;;;
Sn0.61Mn0.09Pb0.3Te0.7Se0.3;ZT value;0.85;dimensionless;773 K;10.1007/s00339-022-05919-w;;;
Sn0.61Mn0.09Pb0.3Te0.7Se0.3;ZT value;0.86;dimensionless;773 K;10.1007/s00339-022-05919-w;;;
Sn0.61Mn0.09Pb0.3Te0.7Se0.3 solid solution;ZT value;0.85;dimensionless;773 K;10.1007/s00339-022-05919-w;;;
Sn0.6In0.4Te;ZT value;0.02;dimensionless;300 K;10.1007/s13391-024-00529-5;;;
Sn0.6Pb0.4Te0.98I0.02;ZT value;0.8;dimensionless;573 K;10.1038/s41524-022-00927-z;;;
Sn0.74Pb0.20Ti0.06Se;ZT value;0.4;dimensionless;773 K;10.1007/s11664-019-07795-2;;;
Sn0.85Mn0.15Te;ZT value;1.26;dimensionless;873 K;10.1007/s10854-018-0018-9;;;
Sn0.8Al0.08Sb0.15Te–AgBiTe2 (4%);ZT value;0.36;dimensionless;300 K;10.1038/s41467-024-53599-2;;;
Sn0.8Al0.08Sb0.15Te with 4% AgBiTe2;ZT value;0.36;dimensionless;300 K;10.1038/s41467-024-53599-2;;;
Sn0.8Al0.08Sb0.15Te with 4% AgBiTe2;ZT value;0.36;dimensionless;300 K;10.1038/s41467-024-53599-2;;;
(Sn0.8Pb0.2)0.85Mn0.15Te;ZT value;0.636;dimensionless;723 K;10.1007/s11664-016-4352-5;;;
(Sn0.8Pb0.2)0.88Mn0.12Te;ZT value;0.65;dimensionless;723 K;10.1007/s11664-016-4352-5;;;
(Sn0.8Pb0.2)Te;ZT value;0.29;dimensionless;723 K;10.1007/s11664-016-4352-5;;;
Sn0.8Pb0.2Te;ZT value;0.29;dimensionless;723 K;10.1007/s11664-016-4352-5;;;
Sn0.96Bi0.04Te-CdSe (5%);ZT value;0.87;dimensionless;823 K;10.1007/s12598-024-02663-3;;;
Sn0.96Cd0.08Te0.88Se0.12;ZT value;0.15;dimensionless;300 K;10.1007/s12648-020-01849-6;;;
Sn0.97Ag0.03Se;ZT value;0.95;unitless;793 K;10.1016/j.jcrysgro.2016.12.087;;;
Sn0.97Cu0.03Se;ZT value;0.79;unitless;823 K;10.1016/j.intermet.2017.05.018;;;
Sn0.97Cu0.03Se;ZT value;0.79;unitless;823 K;10.1016/j.intermet.2017.05.018;;;
Sn0.97Sm0.03Se;ZT value;0.55;unitless;823 K;10.1016/j.materresbull.2017.04.053;;;
Sn0.97Sm0.03Se;ZT value;0.55;unitless;823 K;10.1016/j.materresbull.2017.04.053;;;
Sn0.98Se;ZT value;0.61;unitless;848 K;10.1016/j.cap.2017.02.007;;;
Sn0.98Se;ZT value;0.61;unitless;848 K;10.1016/j.cap.2017.02.007;;;
Sn0.98Se;ZT value;1.36;unitless;823 K;10.1016/j.ensm.2017.08.014;;;
Sn0.98Se;ZT value;0.61;unitless;848 K;10.1016/j.cap.2017.02.007;;;
Sn0.99Na0.01Se0.84Te0.16;ZT value;0.72;dimensionless;773 K;10.1007/s12598-017-0994-6;;;
Sn0.99Sb0.01O2;ZT value;0.06;unitless;1073 K;10.1016/j.jallcom.2016.09.062;;;
Sn0.99Sb0.01O2;ZT value;0.06;unitless;1073 K;10.1016/j.jallcom.2016.09.062;;;
Sn0.99Sb0.01O2;ZT value;0.06;unitless;1073 K;10.1016/j.jallcom.2016.09.062;;;
Sn0.9Mn0.11Te;ZT value;1.22;unitless;873 K;10.1016/j.matdes.2016.06.084;;;
Sn0.9Mn0.11Te;ZT value;1.22;unitless;873 K;10.1016/j.matdes.2016.06.084;;;
Sn0.9Mn0.11Te;ZT value;1.22;unitless;873 K;10.1016/j.matdes.2016.06.084;;;
Sn0.9Mn0.11Te;ZT value;1.22;unitless;873 K;10.1016/j.matdes.2016.06.084;;;
Sn1.03Te–K2Ti6O13 whiskers (1 vol%);ZT value;0.7;dimensionless;873 K;10.1007/s10854-021-07455-4;;;
Sn17.8In4.0As21.7I8;ZT value;0.047;dimensionless;330 K;10.1134/S106378261111025X;;;
Sn1−xMnxTe;ZT value;1.3;unitless;900 K;10.1016/j.jmat.2015.09.001;;;
Sn;Bi-doped Cu3SbS4 (Cu3Sb0.89Sn0.06Bi0.05S4);ZT value;0.76;dimensionless;673 K;10.1007/s40042-024-01044-4;;
Sn;Bi-doped Cu3SbS4 (Cu3Sb0.89Sn0.06Bi0.05S4);ZT value;0.76;dimensionless;673 K;10.1007/s40042-023-00798-7;;
SnCd;ZT value;1.03;dimensionless;820 K;10.1007/s12043-024-02832-0;;;
SnCd0.03Te/CdS;ZT value;1.3;dimensionless;550 °C;10.1007/s11837-021-04976-5;;;
Sn-doped (Bi0.25Sb0.75)2Te3 (x = 0.01);ZT value;1.03;dimensionless;338 K;10.1007/s11664-015-4061-5;;;
Sn-doped Bi0.485Sb1.5Te3 (Sn0.015);ZT value;1.33;dimensionless;350 K;10.1007/s11664-020-08135-5;;;
Sn-doped Bi0.5Sb1.5Te3 (Bi0.495Sn0.005Sb1.5Te3);ZT value;1.27;dimensionless;373 K;10.1007/s10854-022-07781-1;;;
Sn-doped Bi0.5Sb1.5Te3 (Bi0.495Sn0.005Sb1.5Te3);ZT value;1.27;dimensionless;373 K;10.1007/s10854-022-07781-1;;;
Sn-doped Bi0.5Sb1.5Te3 (Sn0.005);ZT value;1.16;dimensionless;300 K;10.1007/s11664-020-08135-5;;;
Sn-doped Bi0.5Sb1.5Te3 (Sn0.01Bi0.49Sb1.5Te3);ZT value;1.33;dimensionless;350 K;10.1007/s11664-020-08135-5;;;
Sn-doped Bi0.5Sb1.5Te3 (Sn0.025);ZT value;1.16;dimensionless;400 K;10.1007/s11664-020-08135-5;;;
Sn-doped Bi0.5Sb1.5Te3 (x = 0.005);ZT value;1.27;dimensionless;373 K;10.1007/s10854-022-07781-1;;;
Sn-doped Bi2O2Se (Bi1.9Sn0.1O2Se);ZT value;0.2;dimensionless;773 K;10.1007/s11664-017-5952-4;;;
Sn-doped Bi2O2Se (Bi1.9Sn0.1O2Se);ZT value;0.2;dimensionless;773 K;10.1007/s11664-017-5952-4;;;
Sn-doped Bi85Sb15 (2.5% Sn);ZT value;0.13;dimensionless;240 K;10.1007/s11664-012-2063-0;;;
Sn-doped Cu2S (1 mol%);ZT value;0.51;dimensionless;773 K;10.1007/s10854-024-12884-y;;;
Sn-doped Cu2S (1 mol%);ZT value;0.51;dimensionless;773 K;10.1007/s10854-024-12884-y;;;
Sn-doped Cu2S (1 mol%);ZT value;0.51;dimensionless;773 K;10.1007/s10854-024-12884-y;;;
Sn-doped Cu3SbS4 (5% Sn);ZT value;0.69;dimensionless;623 K;10.1007/s40042-023-00798-7;;;
Sn-doped Cu3SbS4 (5% Sn);ZT value;0.72;dimensionless;623 K;10.1007/s40042-024-01053-3;;;
Sn-doped Cu3SbS4 (Cu3Sb0.92Sn0.08S4);ZT value;0.67;dimensionless;623 K;10.1007/s40042-024-01053-3;;;
Sn-doped Cu3SbS4 (x = 0.05);ZT value;0.69;dimensionless;623 K;10.1007/s40042-023-00798-7;;;
Sn-doped Cu3SbS4 (x = 0.08);ZT value;0.67;dimensionless;623 K;10.1007/s40042-023-00798-7;;;
Sn-doped Cu3SbS4 (x = 0.15);ZT value;0.1;dimensionless;573 K;10.1007/s40042-023-00798-7;;;
Sn-doped Cu3SbSe4 (2% Sn);ZT value;0.5;dimensionless;575 K;10.1007/s11051-015-3094-2;;;
Sn-doped ErNiSb (x = 0.01);ZT value;0.29;dimensionless;669 K;10.1007/s10854-024-12546-z;;;
Sn-doped FeNbSb (FeNbSb0.84Sn0.16);ZT value;0.66;dimensionless;923 K;10.1007/s11664-019-07919-8;;;
Sn-doped FeNbSb (x = 0.16);ZT value;0.66;dimensionless;923 K;10.1007/s11664-019-07919-8;;;
Sn-doped FeVSb (x = 0.1);ZT value;0.06;dimensionless;553 K;10.1007/s42341-018-0024-x;;;
Sn-doped ZnSb (0.1 at%);ZT value;0.85;dimensionless;660 K;10.1134/S1063782616060208;;;
SnGe;ZT value;1.64;unitless;450 K;10.1016/j.apsusc.2016.11.105;;;
SnGe;ZT value;1.64;unitless;450 K;10.1016/j.apsusc.2016.11.105;;;
SnGe;ZT value;1.17;unitless;300 K;10.1016/j.apsusc.2016.11.105;;;
Sn;In co-doped Cu3SbS4;ZT value;0.53;dimensionless;623 K;10.1007/s40042-024-01053-3;;
Sn-rich phase (Mg2Si0.35Sn0.6Ge0.05);ZT value;1.4;dimensionless;900 K;10.1007/s11664-014-3214-2;;;
SnS;ZT value;1.1;dimensionless;877 K;10.1007/s10853-024-09886-w;;;
SnS;ZT value;1.6;dimensionless;873 K;10.1007/s10853-024-09886-w;;;
SnS;ZT value;1;dimensionless;650 K;10.1038/srep09567;;;
SnS;ZT value;0.6;unitless;873 K;10.1016/j.jmat.2015.01.001;;;
SnS;ZT value;1.88;dimensionless;700 K;10.1038/s41598-017-00598-7;;;
SnS;ZT value;1.5;dimensionless;800 K;10.1007/s11664-018-6547-4;;;
SnS0.2Se0.8;ZT value;0.64;dimensionless;823 K;10.1038/srep43262;;;
SnS0.2Se0.8;ZT value;0.64;dimensionless;823 K;10.1038/srep43262;;;
(SnS)1.2(Cu0.02Ti0.98S2)2;ZT value;0.4;dimensionless;700 K;10.1007/s10853-024-09886-w;;;
SnS1−xTex (x = 0.025);ZT value;0.09;dimensionless;753 K;10.1007/s42247-024-00953-1;;;
SnS2;ZT value;0.96;dimensionless;298.15 K;10.1038/ncomms12011;;;
SnS2 (16 nm);ZT value;0.13;dimensionless;300 K;10.1038/ncomms12011;;;
SnS2 nanosheet (about 3 layers thick);ZT value;1.87;dimensionless;800 K;10.1038/s41598-017-09572-9;;;
SnS2 nanosheets;ZT value;1.87;dimensionless;800 K;10.1038/s41598-017-09572-9;;;
SnS crystals;ZT value;0.4;dimensionless;300 K;10.1007/s40843-021-1684-0;;;
SnSe;ZT value;2.6;dimensionless;973 K;10.1038/s41598-017-00598-7;;;
SnSe;ZT value;2;unitless;773 K;10.1016/j.jallcom.2017.08.223;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.tsf.2016.07.048;;;
SnSe;ZT value;2.5;unitless;700 K;10.1016/j.jallcom.2017.05.003;;;
SnSe;ZT value;0.45;unitless;773 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;∼2.6;unitless;923 K;10.1016/j.matlet.2017.01.079;;;
SnSe;ZT value;0.98;unitless;810 K;10.1016/j.matlet.2017.01.079;;;
SnSe;ZT value;2.6;unitless;930 K;10.1016/j.jmat.2016.06.004;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.1007/s42765-023-00267-7;;;
SnSe;ZT value;0.8;dimensionless;300 K;10.1007/s11708-022-0831-y;;;
SnSe;ZT value;2.4;unitless;900 K;10.1016/j.ensm.2017.08.014;;;
SnSe;ZT value;0.54;dimensionless;550 K;10.1007/s10853-017-1129-z;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.1007/s10853-022-08028-4;;;
SnSe;ZT value;0.6;unitless;750 K;10.1016/j.jallcom.2017.08.223;;;
SnSe;ZT value;2.06;dimensionless;298.15 K;10.1007/s00339-021-04454-4;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.jallcom.2016.04.308;;;
SnSe;ZT value;2.62;dimensionless;923 K;10.1038/am.2017.147;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.1038/s41467-017-02566-1;;;
SnSe;ZT value;0.7;dimensionless;823 K;10.1007/s12034-020-2036-5;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.1038/s41524-021-00521-9;;;
SnSe;ZT value;2.6;unitless;700 °C;10.1016/j.actamat.2014.12.042;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.materresbull.2017.04.053;;;
SnSe;ZT value;2.9;unitless;923 K;10.1016/j.enconman.2014.09.071;;;
SnSe;ZT value;2.8;dimensionless;773 K;10.1007/s42765-023-00267-7;;;
SnSe;ZT value;0.98;unitless;810 K;10.1016/j.matlet.2017.01.079;;;
SnSe;ZT value;0.7;unitless;773 K;10.1016/j.jallcom.2016.01.190;;;
SnSe;ZT value;2;unitless;773 K;10.1016/j.materresbull.2017.04.053;;;
SnSe;ZT value;1.7;unitless;700 K;10.1016/j.jallcom.2017.05.003;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.scriptamat.2016.08.009;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.cap.2017.02.007;;;
SnSe;ZT value;2.6;unitless;973 K;10.1016/j.jmat.2016.09.001;;;
SnSe;ZT value;2.3;dimensionless;923 K;10.1038/am.2017.147;;;
SnSe;ZT value;2.6;unitless;973 K;10.1016/j.jmat.2015.01.001;;;
SnSe;ZT value;0.6;unitless;750 K;10.1016/j.jallcom.2016.01.190;;;
SnSe;ZT value;2.3;unitless;923 K;10.1016/j.scriptamat.2016.08.009;;;
SnSe;ZT value;0.6;unitless;750 K;10.1016/j.jallcom.2016.01.190;;;
SnSe;ZT value;0.5;unitless;773 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;0.41;unitless;773 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;0.56;dimensionless;773 K;10.1007/s11664-015-4143-4;;;
SnSe;ZT value;0.34;unitless;773 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;1.34;unitless;not specified;10.1016/j.pnsc.2016.11.003;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.3938/jkps.72.658;;;
SnSe;ZT value;0.12;unitless;772 K;10.1016/j.applthermaleng.2016.07.198;;;
SnSe;ZT value;2.62;unitless;923 K;10.1016/j.synthmet.2016.12.001;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.jallcom.2017.08.227;;;
SnSe;ZT value;0.98;unitless;810 K;10.1016/j.matlet.2017.01.079;;;
SnSe;ZT value;0.54;dimensionless;550 K;10.1007/s10853-017-1129-z;;;
SnSe;ZT value;0.5;unitless;773 K;10.1016/j.nanoen.2017.11.073;;;
SnSe;ZT value;0.5;unitless;820 K;10.1016/j.scriptamat.2016.08.009;;;
SnSe;ZT value;2.6;unitless;923 K;10.1016/j.jallcom.2014.08.130;;;
SnSe;ZT value;2.6;dimensionless;923 K;10.1007/s12567-021-00351-x;;;
SnSe;ZT value;0.3;dimensionless;300 K;10.1007/s10904-025-03800-w;;;
SnSe;ZT value;∼1;unitless;200 K;10.1016/j.jallcom.2017.05.003;;;
SnSe;ZT value;0.71;dimensionless;873 K;10.1007/s11664-016-4833-6;;;
